frame,x_0,y_0,v_0,x_1,y_1,v_1,x_2,y_2,v_2,x_3,y_3,v_3,x_4,y_4,v_4,x_5,y_5,v_5,x_6,y_6,v_6,x_7,y_7,v_7,x_8,y_8,v_8,x_9,y_9,v_9,x_10,y_10,v_10,x_11,y_11,v_11,x_12,y_12,v_12,x_13,y_13,v_13,x_14,y_14,v_14,x_15,y_15,v_15,x_16,y_16,v_16,x_17,y_17,v_17,x_18,y_18,v_18,x_19,y_19,v_19,x_20,y_20,v_20,x_21,y_21,v_21,x_22,y_22,v_22,x_23,y_23,v_23,x_24,y_24,v_24,x_25,y_25,v_25,x_26,y_26,v_26,x_27,y_27,v_27,x_28,y_28,v_28,x_29,y_29,v_29,x_30,y_30,v_30,x_31,y_31,v_31,x_32,y_32,v_32
243,0.6560407876968384,0.23072919249534607,0.734786331653595,0.6540683507919312,0.22283343970775604,0.7348676919937134,0.6528274416923523,0.22268736362457275,0.7436085343360901,0.6519426107406616,0.2227557897567749,0.732146680355072,0.6595917344093323,0.22867362201213837,0.7231347560882568,0.660552442073822,0.22847247123718262,0.7240316271781921,0.6608182787895203,0.2279253453016281,0.7141819596290588,0.6518377065658569,0.22080232203006744,0.7273449897766113,0.663582444190979,0.22515365481376648,0.7282754778862,0.6554063558578491,0.23036757111549377,0.7324087023735046,0.660205066204071,0.23454631865024567,0.7004216313362122,0.647784411907196,0.2243884652853012,0.998448371887207,0.6853866577148438,0.22624142467975616,0.9984872341156006,0.6312617063522339,0.21866291761398315,0.6491254568099976,0.6941630840301514,0.2754196524620056,0.14681044220924377,0.6158653497695923,0.23129041492938995,0.6087943911552429,0.6779651045799255,0.306295245885849,0.22703705728054047,0.6061919927597046,0.23529599606990814,0.5949121713638306,0.6756201386451721,0.3101034462451935,0.23491045832633972,0.6122004985809326,0.23210644721984863,0.5957091450691223,0.6676040887832642,0.308564156293869,0.23503592610359192,0.6181949377059937,0.2312500774860382,0.5505930185317993,0.6676448583602905,0.30603134632110596,0.2295754849910736,0.6665798425674438,0.3164830803871155,0.9999293684959412,0.6956933736801147,0.3160075545310974,0.9999092221260071,0.631748378276825,0.35028785467147827,0.45145970582962036,0.6674400568008423,0.35377994179725647,0.3537537753582001,0.6642111539840698,0.40691620111465454,0.6704777479171753,0.692093014717102,0.40603554248809814,0.6312586665153503,0.6700143814086914,0.40393367409706116,0.8309946060180664,0.6968763470649719,0.4094819724559784,0.8227536678314209,0.6701464653015137,0.4566936492919922,0.7213893532752991,0.6958253979682922,0.4394104778766632,0.6827431917190552
244,0.6539925336837769,0.2415240854024887,0.7609890699386597,0.6515352129936218,0.23524154722690582,0.7610006928443909,0.6499143242835999,0.2340477854013443,0.7689198851585388,0.6488140821456909,0.23306971788406372,0.7585872411727905,0.6564554572105408,0.23713095486164093,0.7502569556236267,0.6568936109542847,0.23657794296741486,0.7510706782341003,0.6580803990364075,0.23593780398368835,0.7422505021095276,0.6497558355331421,0.2261745035648346,0.7543582916259766,0.6626081466674805,0.23043015599250793,0.7550146579742432,0.6527568101882935,0.24075037240982056,0.7588165998458862,0.6569522619247437,0.24404656887054443,0.7299214005470276,0.6513345837593079,0.2278561294078827,0.9986017346382141,0.6807553172111511,0.24162837862968445,0.9986242651939392,0.6439822912216187,0.2782835066318512,0.6338872909545898,0.680525004863739,0.31298530101776123,0.13243655860424042,0.6282230019569397,0.3129424750804901,0.5985006093978882,0.6537063121795654,0.34951162338256836,0.20674507319927216,0.6206275820732117,0.323259562253952,0.5956881046295166,0.6493379473686218,0.35432490706443787,0.2200395166873932,0.6226292252540588,0.31701236963272095,0.5933178067207336,0.6410145163536072,0.3535296320915222,0.21973778307437897,0.6275218725204468,0.31594088673591614,0.5428279638290405,0.6420277953147888,0.35227522253990173,0.21373634040355682,0.6717113256454468,0.33455944061279297,0.9999362826347351,0.6908385157585144,0.3441166877746582,0.9999181628227234,0.6293014287948608,0.3699496388435364,0.5007573962211609,0.6582854986190796,0.36481598019599915,0.3680032193660736,0.6669644713401794,0.4117397367954254,0.6974878311157227,0.6959191560745239,0.40846964716911316,0.643323540687561,0.6707075834274292,0.4064114987850189,0.8472115993499756,0.7003539800643921,0.4097502529621124,0.8380652070045471,0.6769448518753052,0.4521225392818451,0.7478156685829163,0.7065321207046509,0.4407203793525696,0.7095188498497009
245,0.6477298736572266,0.23706857860088348,0.7802982926368713,0.6464726328849792,0.2322145253419876,0.7799776792526245,0.6462790369987488,0.23133312165737152,0.7867153286933899,0.64438796043396,0.23055247962474823,0.777716875076294,0.6472412347793579,0.23338213562965393,0.7686660885810852,0.6494647264480591,0.23251751065254211,0.7687405943870544,0.6500080823898315,0.23184609413146973,0.7631409764289856,0.6496493220329285,0.22422313690185547,0.7752297520637512,0.6536829471588135,0.22779616713523865,0.7735466957092285,0.6509460210800171,0.2380659580230713,0.7779108285903931,0.6516252756118774,0.23982729017734528,0.7529707551002502,0.6455162763595581,0.22718720138072968,0.9987344145774841,0.6806131601333618,0.23497389256954193,0.9987527132034302,0.6351138353347778,0.27552080154418945,0.5833627581596375,0.6848729848861694,0.29395240545272827,0.11956328898668289,0.6309250593185425,0.3092328608036041,0.5470988154411316,0.672412097454071,0.326953649520874,0.187421977519989,0.6273722052574158,0.3195146918296814,0.5486211180686951,0.6716077327728271,0.332474023103714,0.20219990611076355,0.6312758922576904,0.3156657814979553,0.5460978150367737,0.6638349294662476,0.3305360972881317,0.20158977806568146,0.6348974108695984,0.3130660951137543,0.4972720742225647,0.6630499362945557,0.3285043239593506,0.19593127071857452,0.6661549806594849,0.3336906135082245,0.9999422430992126,0.6920444965362549,0.3367346525192261,0.9999261498451233,0.6223128437995911,0.3853139579296112,0.5436747670173645,0.6629940271377563,0.3660096824169159,0.36340928077697754,0.6620084643363953,0.42016562819480896,0.7200813889503479,0.7031205296516418,0.4160691499710083,0.6473859548568726,0.6685051918029785,0.4106753468513489,0.8610731959342957,0.7081040143966675,0.4199357330799103,0.8494901061058044,0.6741660237312317,0.46525079011917114,0.768170177936554,0.7135156393051147,0.44491177797317505,0.7198315858840942
246,0.6474815011024475,0.23499207198619843,0.8016029000282288,0.6460346579551697,0.2305886447429657,0.801417350769043,0.6461811065673828,0.23029226064682007,0.8074169754981995,0.6442044377326965,0.23023399710655212,0.79942387342453,0.6470441818237305,0.23140215873718262,0.7910955548286438,0.6484417915344238,0.23041634261608124,0.790938675403595,0.6488866209983826,0.22990703582763672,0.7861420512199402,0.6478310227394104,0.2215126007795334,0.7972180247306824,0.6511741280555725,0.22278514504432678,0.7955362200737,0.6503614187240601,0.2365460991859436,0.7992526292800903,0.6515793204307556,0.23771275579929352,0.7768833041191101,0.6433253884315491,0.2282259464263916,0.998859703540802,0.6810919046401978,0.2203604131937027,0.9988694787025452,0.6437222957611084,0.27405527234077454,0.5548079609870911,0.6866551637649536,0.27194708585739136,0.1086723804473877,0.6550299525260925,0.31697872281074524,0.5106267929077148,0.6720728874206543,0.3188422918319702,0.17041783034801483,0.6566665172576904,0.3279477059841156,0.5121471881866455,0.6695230007171631,0.3296659290790558,0.18600353598594666,0.6586905717849731,0.3273239731788635,0.5098419189453125,0.6632338166236877,0.32681918144226074,0.1852075308561325,0.6601825952529907,0.3238897919654846,0.4620872139930725,0.6636275053024292,0.3262729346752167,0.1801479309797287,0.6674604415893555,0.33345475792884827,0.999947190284729,0.6951159834861755,0.3324781358242035,0.9999330639839172,0.6246903538703918,0.37048929929733276,0.5809006094932556,0.6642394065856934,0.36576250195503235,0.3779984712600708,0.650586724281311,0.4250155985355377,0.7428357005119324,0.7032964825630188,0.41828998923301697,0.66124027967453,0.6611635684967041,0.4312221109867096,0.8732866048812866,0.7101798057556152,0.4205250144004822,0.8593801856040955,0.6536121368408203,0.46988821029663086,0.7858659625053406,0.7095277905464172,0.4470295310020447,0.727236270904541
247,0.6478825807571411,0.2297448217868805,0.8208133578300476,0.6467243432998657,0.22320044040679932,0.8205557465553284,0.6466200351715088,0.22254467010498047,0.8259742259979248,0.6454586982727051,0.2218591272830963,0.8188473582267761,0.6474012732505798,0.2228573113679886,0.8108519911766052,0.6489117741584778,0.22143755853176117,0.8105407357215881,0.6492663621902466,0.22005409002304077,0.8064317107200623,0.6471604704856873,0.2146725058555603,0.8168286681175232,0.6514573693275452,0.21224553883075714,0.8149223923683167,0.6500921845436096,0.23118430376052856,0.81842440366745,0.6520746946334839,0.23129141330718994,0.7981128692626953,0.6440591812133789,0.22702215611934662,0.9989719986915588,0.6811132431030273,0.21555370092391968,0.9989750981330872,0.641086220741272,0.27299562096595764,0.5320150256156921,0.6937274932861328,0.2643144726753235,0.1007106602191925,0.6567885875701904,0.31510016322135925,0.4772076904773712,0.6836652755737305,0.30162927508354187,0.1566295623779297,0.6592950820922852,0.323809951543808,0.4820496737957001,0.6820996999740601,0.30997294187545776,0.17490160465240479,0.6623802185058594,0.3220093846321106,0.4807162284851074,0.67684406042099,0.3064209520816803,0.17334657907485962,0.663343071937561,0.31941869854927063,0.433580607175827,0.676996648311615,0.3042967617511749,0.16799406707286835,0.6697520613670349,0.33136695623397827,0.9999510645866394,0.6938776969909668,0.3296024799346924,0.9999391436576843,0.6249533891677856,0.37595367431640625,0.6120863556861877,0.654323935508728,0.37962910532951355,0.41417086124420166,0.653206467628479,0.42226678133010864,0.7624790072441101,0.7004324197769165,0.4240955710411072,0.6799608469009399,0.6600884199142456,0.4217190146446228,0.8845846652984619,0.7065408229827881,0.42389219999313354,0.8714831471443176,0.6605249643325806,0.4647730886936188,0.8026368618011475,0.7094535231590271,0.44857555627822876,0.7447119355201721
248,0.6488262414932251,0.22447529435157776,0.8384103775024414,0.6475437879562378,0.2183593362569809,0.8381118774414062,0.6472130417823792,0.21747834980487823,0.8430135250091553,0.6463322639465332,0.21660879254341125,0.8365167379379272,0.649213433265686,0.2179713398218155,0.8290708661079407,0.6498941779136658,0.21518705785274506,0.8288206458091736,0.651019275188446,0.2134523242712021,0.8252463936805725,0.6472092866897583,0.2110137939453125,0.8348533511161804,0.6533936858177185,0.20844639837741852,0.8329699039459229,0.6509625315666199,0.2280624806880951,0.8360739350318909,0.6531262993812561,0.2284468561410904,0.8176119923591614,0.643057644367218,0.2274532914161682,0.9990735054016113,0.6819378137588501,0.21731267869472504,0.9990735054016113,0.6390239596366882,0.2894348204135895,0.5289921760559082,0.6977967023849487,0.26638421416282654,0.09260841459035873,0.6503952145576477,0.3268870413303375,0.43718022108078003,0.6864190697669983,0.30959612131118774,0.14196398854255676,0.6510332822799683,0.3359535038471222,0.44225335121154785,0.6852390170097351,0.3185707628726959,0.159957155585289,0.6559334397315979,0.3330206871032715,0.44141075015068054,0.6799432039260864,0.3164273202419281,0.15829353034496307,0.6575636267662048,0.32958292961120605,0.39857369661331177,0.679795503616333,0.31304189562797546,0.15359057486057281,0.6691454648971558,0.33515363931655884,0.9999555349349976,0.692964494228363,0.3303619921207428,0.9999449849128723,0.6282539963722229,0.4056698679924011,0.6473363637924194,0.6554316282272339,0.4098224639892578,0.4177154302597046,0.6636257767677307,0.4244139492511749,0.7787163257598877,0.7000572681427002,0.4243205189704895,0.669585645198822,0.6689372062683105,0.41793784499168396,0.8942989110946655,0.7047121524810791,0.42059534788131714,0.8782685399055481,0.6798382997512817,0.45990699529647827,0.8165023326873779,0.7125062346458435,0.44637390971183777,0.7464693188667297
249,0.6487364768981934,0.2129296362400055,0.8544000387191772,0.6474013328552246,0.20486725866794586,0.8540497422218323,0.6470052003860474,0.2045595794916153,0.858489990234375,0.6462723016738892,0.204340398311615,0.8525698781013489,0.6492103934288025,0.20425637066364288,0.8458091616630554,0.649938702583313,0.2033492773771286,0.8456467986106873,0.6510781645774841,0.20261238515377045,0.8424822688102722,0.6490340232849121,0.20453231036663055,0.8511856198310852,0.6552130579948425,0.20540429651737213,0.8495132327079773,0.650558590888977,0.21807339787483215,0.8522180914878845,0.6530152559280396,0.21790046989917755,0.8355398774147034,0.6462246179580688,0.22378796339035034,0.9991641640663147,0.6782122850418091,0.22657640278339386,0.9991612434387207,0.6523066759109497,0.25989478826522827,0.5252470970153809,0.6955758333206177,0.28470027446746826,0.08697136491537094,0.6542216539382935,0.25478604435920715,0.4080808758735657,0.6871436238288879,0.3298702836036682,0.13165254890918732,0.6531804203987122,0.2525702714920044,0.41522282361984253,0.6861940026283264,0.3424980938434601,0.15392492711544037,0.6565437316894531,0.25087663531303406,0.4134663939476013,0.6827225685119629,0.3404754400253296,0.1516825258731842,0.6581403017044067,0.25301018357276917,0.3742867410182953,0.6826504468917847,0.33505284786224365,0.14667080342769623,0.6713233590126038,0.33837661147117615,0.9999597072601318,0.6908130645751953,0.3386392295360565,0.9999502301216125,0.6427845358848572,0.4039897620677948,0.6805054545402527,0.6524399518966675,0.4188193082809448,0.44455742835998535,0.6769753694534302,0.4201037585735321,0.7953868508338928,0.7028998732566833,0.42177289724349976,0.6748486757278442,0.6795497536659241,0.4105597734451294,0.9037166833877563,0.7074499130249023,0.41945695877075195,0.8859145641326904,0.6927997469902039,0.4513669013977051,0.8321029543876648,0.7165369391441345,0.4453675448894501,0.7609850764274597
250,0.6500306129455566,0.20851761102676392,0.8660963177680969,0.6476309299468994,0.2038148045539856,0.8653558492660522,0.6469655632972717,0.20446766912937164,0.8695806264877319,0.6478409171104431,0.20641681551933289,0.8640998601913452,0.6517728567123413,0.2047129124403,0.8580204844474792,0.65242600440979,0.20405258238315582,0.858116865158081,0.6542545557022095,0.20276573300361633,0.8555436730384827,0.6503164768218994,0.20748640596866608,0.8641001582145691,0.6567050218582153,0.2037174254655838,0.8628677725791931,0.6523628234863281,0.21760278940200806,0.8638852834701538,0.654319167137146,0.21124185621738434,0.8482029438018799,0.645819902420044,0.23221054673194885,0.999238908290863,0.6809661984443665,0.21397137641906738,0.9992368221282959,0.6543473601341248,0.2820860743522644,0.4893687963485718,0.7020407319068909,0.26280921697616577,0.0833730548620224,0.6597481966018677,0.2737131416797638,0.3715476393699646,0.6861258149147034,0.28043943643569946,0.12088639289140701,0.658244252204895,0.26667502522468567,0.3795338273048401,0.6836899518966675,0.2810501456260681,0.14309586584568024,0.6623963713645935,0.25420647859573364,0.3779859244823456,0.6779537796974182,0.28305116295814514,0.14044025540351868,0.6644594073295593,0.2644401788711548,0.34210291504859924,0.6784142851829529,0.2825421094894409,0.13579384982585907,0.6714549660682678,0.33817651867866516,0.9999629259109497,0.6911773085594177,0.33428990840911865,0.9999545216560364,0.6662644743919373,0.3914850056171417,0.697822093963623,0.6812512874603271,0.406688392162323,0.447904497385025,0.6780234575271606,0.41109567880630493,0.7963548898696899,0.7038102746009827,0.4212231934070587,0.641319990158081,0.678665280342102,0.4005257487297058,0.9081518054008484,0.7056257128715515,0.40851321816444397,0.8829656839370728,0.6877285838127136,0.4349208474159241,0.8357348442077637,0.7146948575973511,0.4458855390548706,0.7390560507774353
251,0.657852292060852,0.19792437553405762,0.8628124594688416,0.6534493565559387,0.19899021089076996,0.8626005053520203,0.6524753570556641,0.19968445599079132,0.867179811000824,0.6517910957336426,0.20064981281757355,0.8638148903846741,0.6571853756904602,0.19657422602176666,0.8556119203567505,0.6579809784889221,0.1964138299226761,0.8558769822120667,0.6588395833969116,0.1959981769323349,0.8540279865264893,0.6523113250732422,0.2035972625017166,0.8602466583251953,0.6603304147720337,0.20001468062400818,0.8636291027069092,0.6548221707344055,0.2097921520471573,0.8676927089691162,0.6604256629943848,0.20267881453037262,0.8501209616661072,0.6440674662590027,0.23854345083236694,0.9992714524269104,0.6805208921432495,0.21130110323429108,0.9992995858192444,0.6525204181671143,0.2795753479003906,0.44334450364112854,0.7047939300537109,0.24699586629867554,0.09303688257932663,0.6719127893447876,0.28136733174324036,0.33735552430152893,0.6997395157814026,0.26177841424942017,0.11257896572351456,0.6737765669822693,0.2818291485309601,0.3476371169090271,0.7008007168769836,0.26250961422920227,0.13552097976207733,0.6781601309776306,0.2745642066001892,0.34631508588790894,0.6950966119766235,0.2634583115577698,0.13220372796058655,0.6789619326591492,0.2774064242839813,0.3132977783679962,0.6941797733306885,0.2643570005893707,0.12780341506004333,0.6671273112297058,0.33816322684288025,0.9999580979347229,0.6880873441696167,0.3213194012641907,0.9999433159828186,0.6926065683364868,0.3565883934497833,0.6496173143386841,0.7022102475166321,0.3690027594566345,0.44446828961372375,0.6878100633621216,0.41065871715545654,0.7963494658470154,0.7069472670555115,0.4219316244125366,0.6436083316802979,0.6867896914482117,0.411003440618515,0.9146578907966614,0.7049561142921448,0.4237878620624542,0.892393171787262,0.6934438943862915,0.43013623356819153,0.8421043753623962,0.7201427221298218,0.4573257565498352,0.7485132217407227
252,0.6617015600204468,0.2012900412082672,0.7909688949584961,0.6586836576461792,0.19782215356826782,0.7927011251449585,0.6571636199951172,0.19851599633693695,0.7949657440185547,0.6557151079177856,0.1993042677640915,0.7947970032691956,0.6623304486274719,0.19622352719306946,0.7847537398338318,0.663101851940155,0.19607077538967133,0.7840700149536133,0.6659821271896362,0.1949467957019806,0.7860066890716553,0.655150294303894,0.2016870528459549,0.78615403175354,0.6698057055473328,0.19671306014060974,0.7960587739944458,0.6600416898727417,0.20776909589767456,0.7952582836151123,0.6652388572692871,0.20401491224765778,0.7789533138275146,0.6474160552024841,0.2206525355577469,0.9991469979286194,0.6921354532241821,0.20268569886684418,0.9993193745613098,0.6523634195327759,0.2570644021034241,0.4147188365459442,0.713208794593811,0.2328232228755951,0.10982873290777206,0.6638591885566711,0.2682941257953644,0.3068532347679138,0.7069488167762756,0.2714153826236725,0.10681688040494919,0.6660035848617554,0.2716890871524811,0.31663474440574646,0.7062823176383972,0.27645254135131836,0.12698546051979065,0.6713275909423828,0.26701465249061584,0.3155703544616699,0.7007600665092468,0.27882692217826843,0.12385931611061096,0.6720230579376221,0.2664511501789093,0.2859977185726166,0.6999828219413757,0.2779572308063507,0.1203489601612091,0.6668626666069031,0.3261617124080658,0.9999540448188782,0.6967096924781799,0.30738747119903564,0.9999383687973022,0.6696741580963135,0.3593120872974396,0.599197268486023,0.6993037462234497,0.35428765416145325,0.4140150845050812,0.690772294998169,0.41760414838790894,0.7632344961166382,0.7097430229187012,0.4203575849533081,0.6229420900344849,0.6949104070663452,0.4209757447242737,0.9105895757675171,0.7076162099838257,0.42336681485176086,0.8924696445465088,0.704553484916687,0.4467037320137024,0.8083903789520264,0.7232168316841125,0.45421868562698364,0.7221662998199463
253,0.6628409028053284,0.20160077512264252,0.7998239398002625,0.6592642664909363,0.1984674036502838,0.8006367087364197,0.6577251553535461,0.1995907425880432,0.7990285158157349,0.6562154293060303,0.20071949064731598,0.8025580644607544,0.6635738611221313,0.1988777369260788,0.7926682233810425,0.6657041907310486,0.19692111015319824,0.7892060875892639,0.6681603193283081,0.1960424780845642,0.7983075380325317,0.6560646891593933,0.20325636863708496,0.7882282733917236,0.6717556715011597,0.19686628878116608,0.8056021928787231,0.6623805165290833,0.21090443432331085,0.7996751070022583,0.6670435667037964,0.20627936720848083,0.7877671718597412,0.6490227580070496,0.22281460464000702,0.9992156028747559,0.7016462087631226,0.20685887336730957,0.9993771910667419,0.6505860090255737,0.2606097459793091,0.3923889398574829,0.7270756363868713,0.24495695531368256,0.10805290937423706,0.6677241325378418,0.30019986629486084,0.28138360381126404,0.7114176154136658,0.28988176584243774,0.10548318922519684,0.6687190532684326,0.30960479378700256,0.29059430956840515,0.7084076404571533,0.2973823845386505,0.1272304356098175,0.674354076385498,0.30687952041625977,0.28959915041923523,0.6990804672241211,0.3000437319278717,0.12331369519233704,0.6762131452560425,0.3040751814842224,0.2624291479587555,0.699400782585144,0.29809680581092834,0.12005715072154999,0.6709545850753784,0.3225196301937103,0.999956488609314,0.7091423273086548,0.3088323473930359,0.9999432563781738,0.6414223909378052,0.3591515123844147,0.6213839650154114,0.694459080696106,0.35469192266464233,0.4226599335670471,0.6897461414337158,0.41811418533325195,0.774687647819519,0.720441460609436,0.4301408529281616,0.6393359899520874,0.6886011362075806,0.4188057780265808,0.9167904257774353,0.7247447371482849,0.4369700849056244,0.8993979692459106,0.6910141706466675,0.4567980170249939,0.8102084994316101,0.7268176674842834,0.46157634258270264,0.7173312306404114
254,0.664065957069397,0.20534667372703552,0.8157503604888916,0.6615497469902039,0.20163139700889587,0.8168416619300842,0.66057288646698,0.20236673951148987,0.8139908313751221,0.6594638228416443,0.2031310349702835,0.8180838823318481,0.6658497452735901,0.2015935629606247,0.8097609281539917,0.6682659387588501,0.20027758181095123,0.8057389855384827,0.6694104075431824,0.1993151307106018,0.8158653974533081,0.6585502624511719,0.20438571274280548,0.8046015501022339,0.672659695148468,0.19931988418102264,0.8228371143341064,0.6634536981582642,0.21232208609580994,0.8142778277397156,0.6688269376754761,0.20915275812149048,0.8047382831573486,0.6499425172805786,0.2206733077764511,0.9992819428443909,0.7032061815261841,0.2079652100801468,0.9994338750839233,0.6525577902793884,0.2618018686771393,0.380878210067749,0.7285163402557373,0.24424487352371216,0.11734934896230698,0.670448899269104,0.30508485436439514,0.25862953066825867,0.7140359878540039,0.28777819871902466,0.1081538125872612,0.6711539626121521,0.31546956300735474,0.26681700348854065,0.7112484574317932,0.29534468054771423,0.13028328120708466,0.6757404804229736,0.31224507093429565,0.2660291790962219,0.7022733688354492,0.2975955605506897,0.12624052166938782,0.6778872013092041,0.30877140164375305,0.2417082041501999,0.7022913098335266,0.2955726981163025,0.12375573068857193,0.6704589128494263,0.3234647214412689,0.9999586939811707,0.7103182077407837,0.30967676639556885,0.9999480843544006,0.625266432762146,0.35775506496429443,0.6520113348960876,0.6945167779922485,0.36043134331703186,0.4364585280418396,0.681110143661499,0.4155972898006439,0.7881255745887756,0.7184095978736877,0.43505266308784485,0.6614980697631836,0.6863268613815308,0.41241738200187683,0.9219902753829956,0.7222191691398621,0.4429013133049011,0.9052867293357849,0.6834874153137207,0.45458802580833435,0.8110014796257019,0.7238391637802124,0.46705594658851624,0.714588463306427
255,0.6714817881584167,0.20374462008476257,0.8274708390235901,0.6675491333007812,0.1978207528591156,0.8309035301208496,0.6657629013061523,0.1982285976409912,0.8271520137786865,0.663979172706604,0.19866858422756195,0.8312276005744934,0.6741129755973816,0.1987520009279251,0.8233335018157959,0.6751178503036499,0.19841448962688446,0.8185694217681885,0.677695095539093,0.19761230051517487,0.8297857046127319,0.665877640247345,0.20080190896987915,0.820412278175354,0.6789219379425049,0.20026101171970367,0.8388662338256836,0.6699855923652649,0.209266796708107,0.8253639340400696,0.6754938364028931,0.20899441838264465,0.816433310508728,0.6524365544319153,0.21747148036956787,0.9993389844894409,0.7037674784660339,0.2115151286125183,0.9994839429855347,0.6521527171134949,0.26672300696372986,0.3760663568973541,0.7286273837089539,0.24763359129428864,0.13994570076465607,0.6697624921798706,0.31757423281669617,0.2381289154291153,0.7236545085906982,0.29128414392471313,0.11092713475227356,0.6710756421089172,0.32797154784202576,0.24520739912986755,0.7233263850212097,0.29876551032066345,0.13007129728794098,0.6750231981277466,0.32660096883773804,0.24462231993675232,0.7168991565704346,0.3005817234516144,0.12586155533790588,0.6763164401054382,0.3227619528770447,0.2233474999666214,0.715785562992096,0.29850947856903076,0.12408767640590668,0.671168327331543,0.32107970118522644,0.9999616146087646,0.7079172730445862,0.31144434213638306,0.999952495098114,0.630851149559021,0.3616675138473511,0.6788851022720337,0.6996010541915894,0.3713452219963074,0.45020848512649536,0.6843880414962769,0.41240257024765015,0.7992954254150391,0.7156961560249329,0.4326673150062561,0.6757952570915222,0.6946046352386475,0.40519070625305176,0.9264570474624634,0.7174895405769348,0.43585914373397827,0.9097285866737366,0.6981176137924194,0.45388466119766235,0.8130573034286499,0.7222095727920532,0.47166329622268677,0.7151612043380737
256,0.6813358664512634,0.20916426181793213,0.8377814888954163,0.6770713925361633,0.20133569836616516,0.8415363430976868,0.6748944520950317,0.20110638439655304,0.8372576832771301,0.6727577447891235,0.2008761763572693,0.8400967717170715,0.6831214427947998,0.20209082961082458,0.8347940444946289,0.685135006904602,0.20156048238277435,0.8302627801895142,0.687295138835907,0.2010539323091507,0.8416526317596436,0.670363187789917,0.20160292088985443,0.8334144949913025,0.6901088953018188,0.2034613937139511,0.8524160981178284,0.6790305376052856,0.21110288798809052,0.8345699310302734,0.6853721141815186,0.21185538172721863,0.827131450176239,0.6544174551963806,0.217571422457695,0.9993976950645447,0.7140130400657654,0.21181896328926086,0.999530553817749,0.6512234807014465,0.2722145915031433,0.3928768038749695,0.74410080909729,0.25243690609931946,0.1567724347114563,0.6741994619369507,0.32110458612442017,0.22564055025577545,0.7281613349914551,0.3074679672718048,0.11355537921190262,0.675856351852417,0.3310961127281189,0.22972308099269867,0.7245014905929565,0.3139720559120178,0.1279204785823822,0.6796709299087524,0.32917508482933044,0.22956351935863495,0.7161710858345032,0.31395965814590454,0.12420094013214111,0.6809970736503601,0.32562586665153503,0.2104485034942627,0.7180472016334534,0.3137088119983673,0.1231331005692482,0.6713594198226929,0.3271193504333496,0.9999651908874512,0.7137326598167419,0.31175580620765686,0.9999570250511169,0.6332381963729858,0.37164002656936646,0.7091279029846191,0.7119085788726807,0.36897656321525574,0.4764999747276306,0.684052050113678,0.4197154939174652,0.8138552308082581,0.728356659412384,0.42801523208618164,0.6960489749908447,0.6935809850692749,0.4094921946525574,0.9317781329154968,0.7283598780632019,0.42179280519485474,0.9154212474822998,0.6974089741706848,0.4629206359386444,0.8236866593360901,0.7322144508361816,0.46659207344055176,0.7311915755271912
257,0.6790398359298706,0.21574538946151733,0.851763904094696,0.675447404384613,0.21130427718162537,0.8544166088104248,0.6736086010932922,0.2109120637178421,0.8511805534362793,0.6718493700027466,0.21050722897052765,0.8517494201660156,0.6805781126022339,0.2109927535057068,0.8491448760032654,0.6824776530265808,0.21012520790100098,0.8459272384643555,0.6843863129615784,0.2093668133020401,0.8558076620101929,0.6703490018844604,0.20619513094425201,0.848127543926239,0.6876772046089172,0.20598913729190826,0.8666678667068481,0.6773332357406616,0.2133932262659073,0.8485864996910095,0.6830013990402222,0.21404863893985748,0.8425856232643127,0.6578118801116943,0.2115165889263153,0.9994556903839111,0.7124704122543335,0.2102002054452896,0.9995765089988708,0.6602392792701721,0.23355895280838013,0.39869070053100586,0.7430036664009094,0.2527756690979004,0.18309961259365082,0.6779104471206665,0.2651553452014923,0.21525028347969055,0.7302165031433105,0.3049554228782654,0.12141618877649307,0.679533839225769,0.2685328722000122,0.21996605396270752,0.7254215478897095,0.3108355402946472,0.13404694199562073,0.6826648116111755,0.2688867449760437,0.22139982879161835,0.7207289934158325,0.3140483498573303,0.13073737919330597,0.683271050453186,0.2681824564933777,0.20309536159038544,0.7222931981086731,0.31245627999305725,0.12771154940128326,0.6716059446334839,0.31506645679473877,0.9999686479568481,0.71322101354599,0.30325695872306824,0.999961256980896,0.6336482167243958,0.3678000271320343,0.7379023432731628,0.7096593976020813,0.3612792491912842,0.5182716250419617,0.6828203201293945,0.3986918032169342,0.824901819229126,0.721540093421936,0.3812617063522339,0.7146850228309631,0.6910338997840881,0.3889431953430176,0.936842679977417,0.7273207306861877,0.3713325560092926,0.9209234118461609,0.6948572397232056,0.4297804832458496,0.8345577120780945,0.7296227812767029,0.4094642996788025,0.7489038109779358
